# 20250129T1807
# N=218
sample	sample_sex	assembly_type	hg_short	haplogroup	study_generation	asm_hap1	asm_hap2	t2t_ctg	t2t_scf
HG00423	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00423/verkko-hi-c/analysis/HG00423.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00423/verkko-hi-c/analysis/HG00423.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00423/verkko-hi-c/analysis/HG00423.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00423/verkko-hi-c/analysis/HG00423.t2t_scfs
HG00438	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00438/verkko-hi-c/analysis/HG00438.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00438/verkko-hi-c/analysis/HG00438.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00438/verkko-hi-c/analysis/HG00438.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00438/verkko-hi-c/analysis/HG00438.t2t_scfs
HG00544	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00544/verkko-hi-c/analysis/HG00544.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00544/verkko-hi-c/analysis/HG00544.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00544/verkko-hi-c/analysis/HG00544.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00544/verkko-hi-c/analysis/HG00544.t2t_scfs
HG00558	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00558/verkko-thic/analysis/HG00558.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00558/verkko-thic/analysis/HG00558.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00558/verkko-thic/analysis/HG00558.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00558/verkko-thic/analysis/HG00558.t2t_scfs
HG00597	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00597/verkko-hi-c/analysis/HG00597.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00597/verkko-hi-c/analysis/HG00597.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00597/verkko-hi-c/analysis/HG00597.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00597/verkko-hi-c/analysis/HG00597.t2t_scfs
HG00609	male	vrk-hic	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00609/verkko-hi-c/analysis/HG00609.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00609/verkko-hi-c/analysis/HG00609.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00609/verkko-hi-c/analysis/HG00609.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00609/verkko-hi-c/analysis/HG00609.t2t_scfs
HG00621	male	vrk-thc	O2	O2a2b1a1a1	2023	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00621/verkko-thic/analysis/HG00621.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00621/verkko-thic/analysis/HG00621.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00621/verkko-thic/analysis/HG00621.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00621/verkko-thic/analysis/HG00621.t2t_scfs
HG00639	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00639/verkko-thic/analysis/HG00639.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00639/verkko-thic/analysis/HG00639.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00639/verkko-thic/analysis/HG00639.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00639/verkko-thic/analysis/HG00639.t2t_scfs
HG00642	male	vrk-hic	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00642/verkko-hi-c/analysis/HG00642.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00642/verkko-hi-c/analysis/HG00642.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00642/verkko-hi-c/analysis/HG00642.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00642/verkko-hi-c/analysis/HG00642.t2t_scfs
HG00658	male	vrk-thc	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00658/verkko-thic/analysis/HG00658.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00658/verkko-thic/analysis/HG00658.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00658/verkko-thic/analysis/HG00658.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00658/verkko-thic/analysis/HG00658.t2t_scfs
HG00673	male	vrk-hic	O2	O2a2a1a1a	2023	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00673/verkko-hi-c/analysis/HG00673.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00673/verkko-hi-c/analysis/HG00673.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00673/verkko-hi-c/analysis/HG00673.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00673/verkko-hi-c/analysis/HG00673.t2t_scfs
HG00706	male	vrk-hic	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00706/verkko-hi-c/analysis/HG00706.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00706/verkko-hi-c/analysis/HG00706.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00706/verkko-hi-c/analysis/HG00706.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00706/verkko-hi-c/analysis/HG00706.t2t_scfs
HG00733	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00733/verkko-hi-c/analysis/HG00733.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00733/verkko-hi-c/analysis/HG00733.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00733/verkko-hi-c/analysis/HG00733.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00733/verkko-hi-c/analysis/HG00733.t2t_scfs
HG00735	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00735/verkko-thic/analysis/HG00735.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00735/verkko-thic/analysis/HG00735.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00735/verkko-thic/analysis/HG00735.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00735/verkko-thic/analysis/HG00735.t2t_scfs
HG00738	male	vrk-thc	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00738/verkko-thic/analysis/HG00738.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00738/verkko-thic/analysis/HG00738.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00738/verkko-thic/analysis/HG00738.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00738/verkko-thic/analysis/HG00738.t2t_scfs
HG00741	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00741/verkko-thic/analysis/HG00741.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00741/verkko-thic/analysis/HG00741.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00741/verkko-thic/analysis/HG00741.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00741/verkko-thic/analysis/HG00741.t2t_scfs
HG00867	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00867/verkko-hi-c/analysis/HG00867.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00867/verkko-hi-c/analysis/HG00867.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00867/verkko-hi-c/analysis/HG00867.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG00867/verkko-hi-c/analysis/HG00867.t2t_scfs
HG01071	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01071/verkko-thic/analysis/HG01071.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01071/verkko-thic/analysis/HG01071.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01071/verkko-thic/analysis/HG01071.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01071/verkko-thic/analysis/HG01071.t2t_scfs
HG01074	male	vrk-hic	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01074/verkko-hi-c/analysis/HG01074.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01074/verkko-hi-c/analysis/HG01074.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01074/verkko-hi-c/analysis/HG01074.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01074/verkko-hi-c/analysis/HG01074.t2t_scfs
HG01081	female	vrk-hic	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01081/verkko-hi-c/analysis/HG01081.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01081/verkko-hi-c/analysis/HG01081.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01081/verkko-hi-c/analysis/HG01081.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01081/verkko-hi-c/analysis/HG01081.t2t_scfs
HG01099	male	vrk-hic	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01099/verkko-hi-c/analysis/HG01099.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01099/verkko-hi-c/analysis/HG01099.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01099/verkko-hi-c/analysis/HG01099.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01099/verkko-hi-c/analysis/HG01099.t2t_scfs
HG01106	male	vrk-thc	E1	E1b1b1b1a1	2023	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01106/verkko-thic/analysis/HG01106.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01106/verkko-thic/analysis/HG01106.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01106/verkko-thic/analysis/HG01106.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01106/verkko-thic/analysis/HG01106.t2t_scfs
HG01109	male	vrk-thc	E1	E1b1b1a1b1a	2023	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01109/verkko-thic/analysis/HG01109.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01109/verkko-thic/analysis/HG01109.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01109/verkko-thic/analysis/HG01109.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01109/verkko-thic/analysis/HG01109.t2t_scfs
HG01123	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01123/verkko-thic/analysis/HG01123.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01123/verkko-thic/analysis/HG01123.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01123/verkko-thic/analysis/HG01123.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01123/verkko-thic/analysis/HG01123.t2t_scfs
HG01150	female	vrk-thc	XX	XX	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01150/verkko-thic/analysis/HG01150.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01150/verkko-thic/analysis/HG01150.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01150/verkko-thic/analysis/HG01150.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01150/verkko-thic/analysis/HG01150.t2t_scfs
HG01167	male	vrk-hic	UN	unknown	2025	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01167/verkko-hi-c/analysis/HG01167.assembly.refOriented.haplotype1.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01167/verkko-hi-c/analysis/HG01167.assembly.refOriented.haplotype2.fasta.gz	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01167/verkko-hi-c/analysis/HG01167.t2t_ctgs	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hprc/assemblies/6807247E-4F71-45D8-AECE-9E5813BA1D9F--verkko-v2.2.1-release2_asms/HG01167/verkko-hi-c/analysis/HG01167.t2t_scfs
